"Chromosome","Position","snipdx.gene"
"chr3",142254040,"ATR"
"chr3",142254042,"ATR"
"chr3",142254053,"ATR"
"chr3",142254941,"ATR"
"chr3",142254951,"ATR"
"chr3",142254956,"ATR"
"chr3",142254957,"ATR"
"chr3",142254970,"ATR"
"chr3",142254977,"ATR"
"chr3",142254979,"ATR"
"chr3",142254980,"ATR"
"chr3",142254986,"ATR"
"chr3",142254988,"ATR"
"chr3",142254989,"ATR"
"chr3",142254995,"ATR"
"chr3",142254997,"ATR"
"chr3",142255001,"ATR"
"chr3",142255004,"ATR"
"chr3",142255014,"ATR"
"chr3",142255021,"ATR"
"chr3",142255030,"ATR"
"chr3",142255032,"ATR"
"chr3",142255036,"ATR"
"chr3",142255038,"ATR"
"chr3",142255041,"ATR"
"chr3",142257314,"ATR"
"chr3",142257334,"ATR"
"chr3",142257337,"ATR"
"chr3",142257340,"ATR"
"chr3",142257343,"ATR"
"chr3",142257344,"ATR"
"chr3",142257345,"ATR"
"chr3",142257346,"ATR"
"chr3",142257347,"ATR"
"chr3",142257348,"ATR"
"chr3",142257354,"ATR"
"chr3",142257355,"ATR"
"chr3",142257359,"ATR"
"chr3",142257367,"ATR"
"chr3",142257372,"ATR"
"chr3",142257376,"ATR"
"chr3",142257381,"ATR"
"chr3",142257382,"ATR"
"chr3",142257385,"ATR"
"chr3",142257392,"ATR"
"chr3",142257398,"ATR"
"chr3",142257403,"ATR"
"chr3",142257406,"ATR"
"chr3",142257407,"ATR"
"chr3",142257409,"ATR"
"chr3",142257412,"ATR"
"chr3",142257420,"ATR"
"chr3",142257424,"ATR"
"chr3",142257429,"ATR"
"chr3",142257438,"ATR"
"chr3",142257442,"ATR"
"chr3",142257443,"ATR"
"chr3",142257447,"ATR"
"chr3",142257448,"ATR"
"chr3",142257459,"ATR"
"chr3",142257465,"ATR"
"chr3",142257470,"ATR"
"chr3",142257475,"ATR"
"chr3",142259738,"ATR"
"chr3",142259741,"ATR"
"chr3",142259749,"ATR"
"chr3",142259754,"ATR"
"chr3",142259758,"ATR"
"chr3",142259760,"ATR"
"chr3",142259762,"ATR"
"chr3",142259767,"ATR"
"chr3",142259768,"ATR"
"chr3",142259771,"ATR"
"chr3",142259778,"ATR"
"chr3",142259779,"ATR"
"chr3",142259783,"ATR"
"chr3",142259786,"ATR"
"chr3",142259796,"ATR"
"chr3",142259805,"ATR"
"chr3",142259814,"ATR"
"chr3",142259824,"ATR"
"chr3",142259830,"ATR"
"chr3",142259832,"ATR"
"chr3",142259833,"ATR"
"chr3",142259839,"ATR"
"chr3",142259848,"ATR"
"chr3",142259852,"ATR"
"chr3",142259863,"ATR"
"chr3",142259864,"ATR"
"chr3",142259869,"ATR"
"chr3",142259870,"ATR"
"chr3",142259880,"ATR"
"chr3",142259881,"ATR"
"chr3",142261497,"ATR"
"chr3",142261499,"ATR"
"chr3",142261508,"ATR"
"chr3",142261513,"ATR"
"chr3",142261523,"ATR"
"chr3",142261524,"ATR"
"chr3",142261526,"ATR"
"chr3",142261529,"ATR"
"chr3",142261533,"ATR"
"chr3",142261542,"ATR"
"chr3",142261552,"ATR"
"chr3",142261557,"ATR"
"chr3",142261566,"ATR"
"chr3",142261570,"ATR"
"chr3",142261576,"ATR"
"chr3",142261577,"ATR"
"chr3",142261585,"ATR"
"chr3",142261593,"ATR"
"chr3",142261597,"ATR"
"chr3",142261598,"ATR"
"chr3",142261603,"ATR"
"chr3",142266570,"ATR"
"chr3",142266572,"ATR"
"chr3",142266575,"ATR"
"chr3",142266578,"ATR"
"chr3",142266582,"ATR"
"chr3",142266584,"ATR"
"chr3",142266586,"ATR"
"chr3",142266587,"ATR"
"chr3",142266589,"ATR"
"chr3",142266590,"ATR"
"chr3",142266594,"ATR"
"chr3",142266597,"ATR"
"chr3",142266598,"ATR"
"chr3",142266603,"ATR"
"chr3",142266605,"ATR"
"chr3",142266606,"ATR"
"chr3",142266607,"ATR"
"chr3",142266608,"ATR"
"chr3",142266610,"ATR"
"chr3",142266617,"ATR"
"chr3",142266627,"ATR"
"chr3",142266632,"ATR"
"chr3",142266638,"ATR"
"chr3",142266654,"ATR"
"chr3",142266665,"ATR"
"chr3",142266666,"ATR"
"chr3",142266667,"ATR"
"chr3",142266679,"ATR"
"chr3",142266680,"ATR"
"chr3",142266683,"ATR"
"chr3",142266686,"ATR"
"chr3",142266726,"ATR"
"chr3",142266734,"ATR"
"chr3",142266741,"ATR"
"chr3",142266757,"ATR"
"chr3",142266758,"ATR"
"chr3",142266760,"ATR"
"chr3",142266762,"ATR"
"chr3",142268317,"ATR"
"chr3",142268320,"ATR"
"chr3",142268326,"ATR"
"chr3",142268338,"ATR"
"chr3",142268340,"ATR"
"chr3",142268341,"ATR"
"chr3",142268342,"ATR"
"chr3",142268348,"ATR"
"chr3",142268350,"ATR"
"chr3",142268361,"ATR"
"chr3",142268363,"ATR"
"chr3",142268372,"ATR"
"chr3",142268414,"ATR"
"chr3",142268418,"ATR"
"chr3",142268421,"ATR"
"chr3",142268423,"ATR"
"chr3",142268432,"ATR"
"chr3",142268442,"ATR"
"chr3",142268444,"ATR"
"chr3",142268448,"ATR"
"chr3",142268449,"ATR"
"chr3",142268455,"ATR"
"chr3",142268472,"ATR"
"chr3",142268478,"ATR"
"chr3",142268485,"ATR"
"chr3",142268486,"ATR"
"chr3",142268493,"ATR"
"chr3",142268499,"ATR"
"chr3",142268501,"ATR"
"chr3",142268513,"ATR"
"chr3",142268971,"ATR"
"chr3",142268978,"ATR"
"chr3",142268979,"ATR"
"chr3",142268984,"ATR"
"chr3",142268985,"ATR"
"chr3",142268992,"ATR"
"chr3",142269001,"ATR"
"chr3",142269003,"ATR"
"chr3",142269004,"ATR"
"chr3",142269009,"ATR"
"chr3",142269010,"ATR"
"chr3",142269012,"ATR"
"chr3",142269027,"ATR"
"chr3",142269028,"ATR"
"chr3",142269041,"ATR"
"chr3",142269050,"ATR"
"chr3",142269051,"ATR"
"chr3",142269056,"ATR"
"chr3",142269062,"ATR"
"chr3",142269064,"ATR"
"chr3",142269071,"ATR"
"chr3",142269072,"ATR"
"chr3",142269073,"ATR"
"chr3",142269075,"ATR"
"chr3",142269079,"ATR"
"chr3",142269082,"ATR"
"chr3",142269087,"ATR"
"chr3",142269089,"ATR"
"chr3",142269091,"ATR"
"chr3",142269092,"ATR"
"chr3",142269095,"ATR"
"chr3",142269096,"ATR"
"chr3",142269098,"ATR"
"chr3",142269099,"ATR"
"chr3",142269100,"ATR"
"chr3",142269106,"ATR"
"chr3",142269110,"ATR"
"chr3",142269148,"ATR"
"chr3",142272065,"ATR"
"chr3",142272095,"ATR"
"chr3",142272098,"ATR"
"chr3",142272108,"ATR"
"chr3",142272116,"ATR"
"chr3",142272118,"ATR"
"chr3",142272122,"ATR"
"chr3",142272139,"ATR"
"chr3",142272153,"ATR"
"chr3",142272162,"ATR"
"chr3",142272169,"ATR"
"chr3",142272170,"ATR"
"chr3",142272171,"ATR"
"chr3",142272173,"ATR"
"chr3",142272183,"ATR"
"chr3",142272186,"ATR"
"chr3",142272190,"ATR"
"chr3",142272193,"ATR"
"chr3",142272197,"ATR"
"chr3",142272203,"ATR"
"chr3",142272204,"ATR"
"chr3",142272209,"ATR"
"chr3",142272210,"ATR"
"chr3",142272216,"ATR"
"chr3",142272219,"ATR"
"chr3",142272221,"ATR"
"chr3",142272222,"ATR"
"chr3",142272223,"ATR"
"chr3",142272224,"ATR"
"chr3",142272226,"ATR"
"chr3",142272236,"ATR"
"chr3",142272237,"ATR"
"chr3",142272241,"ATR"
"chr3",142272473,"ATR"
"chr3",142272475,"ATR"
"chr3",142272476,"ATR"
"chr3",142272477,"ATR"
"chr3",142272491,"ATR"
"chr3",142272496,"ATR"
"chr3",142272500,"ATR"
"chr3",142272506,"ATR"
"chr3",142272507,"ATR"
"chr3",142272511,"ATR"
"chr3",142272516,"ATR"
"chr3",142272517,"ATR"
"chr3",142272537,"ATR"
"chr3",142272538,"ATR"
"chr3",142272544,"ATR"
"chr3",142272547,"ATR"
"chr3",142272548,"ATR"
"chr3",142272556,"ATR"
"chr3",142272571,"ATR"
"chr3",142272574,"ATR"
"chr3",142272576,"ATR"
"chr3",142272583,"ATR"
"chr3",142272586,"ATR"
"chr3",142272587,"ATR"
"chr3",142272592,"ATR"
"chr3",142272658,"ATR"
"chr3",142272659,"ATR"
"chr3",142272663,"ATR"
"chr3",142272666,"ATR"
"chr3",142272670,"ATR"
"chr3",142272678,"ATR"
"chr3",142272679,"ATR"
"chr3",142272681,"ATR"
"chr3",142272696,"ATR"
"chr3",142272706,"ATR"
"chr3",142272708,"ATR"
"chr3",142272712,"ATR"
"chr3",142272723,"ATR"
"chr3",142272735,"ATR"
"chr3",142272741,"ATR"
"chr3",142272742,"ATR"
"chr3",142272748,"ATR"
"chr3",142272756,"ATR"
"chr3",142272757,"ATR"
"chr3",142272761,"ATR"
"chr3",142272762,"ATR"
"chr3",142272776,"ATR"
"chr3",142272777,"ATR"
"chr3",142272780,"ATR"
"chr3",142272782,"ATR"
"chr3",142272790,"ATR"
"chr3",142272796,"ATR"
"chr3",142272799,"ATR"
"chr3",142272805,"ATR"
"chr3",142272806,"ATR"
"chr3",142272810,"ATR"
"chr3",142272811,"ATR"
"chr3",142272819,"ATR"
"chr3",142272823,"ATR"
"chr3",142272828,"ATR"
"chr3",142272831,"ATR"
"chr3",142272840,"ATR"
"chr3",142272852,"ATR"
"chr3",142272864,"ATR"
"chr3",142272866,"ATR"
"chr3",142274712,"ATR"
"chr3",142274715,"ATR"
"chr3",142274734,"ATR"
"chr3",142274740,"ATR"
"chr3",142274750,"ATR"
"chr3",142274751,"ATR"
"chr3",142274752,"ATR"
"chr3",142274754,"ATR"
"chr3",142274755,"ATR"
"chr3",142274756,"ATR"
"chr3",142274759,"ATR"
"chr3",142274761,"ATR"
"chr3",142274767,"ATR"
"chr3",142274768,"ATR"
"chr3",142274770,"ATR"
"chr3",142274771,"ATR"
"chr3",142274776,"ATR"
"chr3",142274779,"ATR"
"chr3",142274789,"ATR"
"chr3",142274798,"ATR"
"chr3",142274799,"ATR"
"chr3",142274808,"ATR"
"chr3",142274814,"ATR"
"chr3",142274817,"ATR"
"chr3",142274820,"ATR"
"chr3",142274825,"ATR"
"chr3",142274828,"ATR"
"chr3",142274830,"ATR"
"chr3",142274833,"ATR"
"chr3",142274834,"ATR"
"chr3",142274837,"ATR"
"chr3",142274840,"ATR"
"chr3",142274847,"ATR"
"chr3",142274850,"ATR"
"chr3",142274852,"ATR"
"chr3",142274853,"ATR"
"chr3",142274854,"ATR"
"chr3",142274855,"ATR"
"chr3",142274856,"ATR"
"chr3",142274857,"ATR"
"chr3",142274869,"ATR"
"chr3",142274872,"ATR"
"chr3",142274874,"ATR"
"chr3",142274880,"ATR"
"chr3",142274882,"ATR"
"chr3",142274886,"ATR"
"chr3",142274891,"ATR"
"chr3",142274899,"ATR"
"chr3",142274902,"ATR"
"chr3",142274903,"ATR"
"chr3",142274909,"ATR"
"chr3",142274911,"ATR"
"chr3",142274915,"ATR"
"chr3",142274917,"ATR"
"chr3",142274923,"ATR"
"chr3",142274932,"ATR"
"chr3",142274933,"ATR"
"chr3",142274938,"ATR"
"chr3",142274944,"ATR"
"chr3",142274956,"ATR"
"chr3",142274957,"ATR"
"chr3",142274958,"ATR"
"chr3",142274959,"ATR"
"chr3",142274962,"ATR"
"chr3",142274972,"ATR"
"chr3",142274974,"ATR"
"chr3",142274980,"ATR"
"chr3",142274986,"ATR"
"chr3",142274987,"ATR"
"chr3",142274989,"ATR"
"chr3",142274991,"ATR"
"chr3",142275224,"ATR"
"chr3",142275225,"ATR"
"chr3",142275229,"ATR"
"chr3",142275230,"ATR"
"chr3",142275237,"ATR"
"chr3",142275256,"ATR"
"chr3",142275261,"ATR"
"chr3",142275266,"ATR"
"chr3",142275275,"ATR"
"chr3",142275284,"ATR"
"chr3",142275289,"ATR"
"chr3",142275293,"ATR"
"chr3",142275301,"ATR"
"chr3",142275302,"ATR"
"chr3",142275305,"ATR"
"chr3",142275309,"ATR"
"chr3",142275310,"ATR"
"chr3",142275313,"ATR"
"chr3",142275321,"ATR"
"chr3",142275328,"ATR"
"chr3",142275331,"ATR"
"chr3",142275333,"ATR"
"chr3",142275338,"ATR"
"chr3",142275341,"ATR"
"chr3",142275342,"ATR"
"chr3",142275343,"ATR"
"chr3",142275345,"ATR"
"chr3",142275353,"ATR"
"chr3",142275358,"ATR"
"chr3",142275359,"ATR"
"chr3",142275381,"ATR"
"chr3",142275383,"ATR"
"chr3",142275397,"ATR"
"chr3",142275399,"ATR"
"chr3",142275400,"ATR"
"chr3",142275401,"ATR"
"chr3",142275404,"ATR"
"chr3",142275409,"ATR"
"chr3",142275424,"ATR"
"chr3",142277457,"ATR"
"chr3",142277458,"ATR"
"chr3",142277459,"ATR"
"chr3",142277467,"ATR"
"chr3",142277468,"ATR"
"chr3",142277473,"ATR"
"chr3",142277491,"ATR"
"chr3",142277493,"ATR"
"chr3",142277497,"ATR"
"chr3",142277508,"ATR"
"chr3",142277509,"ATR"
"chr3",142277511,"ATR"
"chr3",142277515,"ATR"
"chr3",142277520,"ATR"
"chr3",142277527,"ATR"
"chr3",142277528,"ATR"
"chr3",142277536,"ATR"
"chr3",142277538,"ATR"
"chr3",142277540,"ATR"
"chr3",142277541,"ATR"
"chr3",142277545,"ATR"
"chr3",142277548,"ATR"
"chr3",142277551,"ATR"
"chr3",142277560,"ATR"
"chr3",142277567,"ATR"
"chr3",142277570,"ATR"
"chr3",142277573,"ATR"
"chr3",142277575,"ATR"
"chr3",142277576,"ATR"
"chr3",142277585,"ATR"
"chr3",142277587,"ATR"
"chr3",142277590,"ATR"
"chr3",142277595,"ATR"
"chr3",142277605,"ATR"
"chr3",142277614,"ATR"
"chr3",142277621,"ATR"
"chr3",142277622,"ATR"
"chr3",142277626,"ATR"
"chr3",142278083,"ATR"
"chr3",142278084,"ATR"
"chr3",142278092,"ATR"
"chr3",142278093,"ATR"
"chr3",142278101,"ATR"
"chr3",142278103,"ATR"
"chr3",142278126,"ATR"
"chr3",142278138,"ATR"
"chr3",142278147,"ATR"
"chr3",142278151,"ATR"
"chr3",142278157,"ATR"
"chr3",142278175,"ATR"
"chr3",142278179,"ATR"
"chr3",142278181,"ATR"
"chr3",142278182,"ATR"
"chr3",142278183,"ATR"
"chr3",142278185,"ATR"
"chr3",142278188,"ATR"
"chr3",142278199,"ATR"
"chr3",142278201,"ATR"
"chr3",142278202,"ATR"
"chr3",142278205,"ATR"
"chr3",142278206,"ATR"
"chr3",142278207,"ATR"
"chr3",142278217,"ATR"
"chr3",142278225,"ATR"
"chr3",142278233,"ATR"
"chr3",142278235,"ATR"
"chr3",142278243,"ATR"
"chr3",142278259,"ATR"
"chr3",142278260,"ATR"
"chr3",142278267,"ATR"
"chr3",142278271,"ATR"
"chr3",142278273,"ATR"
"chr3",142278279,"ATR"
"chr3",142278281,"ATR"
"chr3",142278282,"ATR"
"chr3",142278290,"ATR"
"chr3",142278293,"ATR"
"chr3",142279098,"ATR"
"chr3",142279108,"ATR"
"chr3",142279111,"ATR"
"chr3",142279112,"ATR"
"chr3",142279115,"ATR"
"chr3",142279116,"ATR"
"chr3",142279117,"ATR"
"chr3",142279119,"ATR"
"chr3",142279129,"ATR"
"chr3",142279130,"ATR"
"chr3",142279135,"ATR"
"chr3",142279137,"ATR"
"chr3",142279142,"ATR"
"chr3",142279143,"ATR"
"chr3",142279144,"ATR"
"chr3",142279149,"ATR"
"chr3",142279156,"ATR"
"chr3",142279158,"ATR"
"chr3",142279165,"ATR"
"chr3",142279179,"ATR"
"chr3",142279181,"ATR"
"chr3",142279182,"ATR"
"chr3",142279183,"ATR"
"chr3",142279186,"ATR"
"chr3",142279187,"ATR"
"chr3",142279191,"ATR"
"chr3",142279196,"ATR"
"chr3",142279197,"ATR"
"chr3",142279207,"ATR"
"chr3",142279209,"ATR"
"chr3",142279212,"ATR"
"chr3",142279214,"ATR"
"chr3",142279222,"ATR"
"chr3",142279225,"ATR"
"chr3",142279229,"ATR"
"chr3",142279231,"ATR"
"chr3",142279235,"ATR"
"chr3",142279237,"ATR"
"chr3",142279244,"ATR"
"chr3",142279252,"ATR"
"chr3",142279254,"ATR"
"chr3",142279264,"ATR"
"chr3",142279266,"ATR"
"chr3",142279268,"ATR"
"chr3",142279278,"ATR"
"chr3",142279282,"ATR"
"chr3",142279286,"ATR"
"chr3",142279287,"ATR"
"chr3",142279295,"ATR"
"chr3",142279299,"ATR"
"chr3",142279300,"ATR"
"chr3",142280075,"ATR"
"chr3",142280081,"ATR"
"chr3",142280087,"ATR"
"chr3",142280090,"ATR"
"chr3",142280093,"ATR"
"chr3",142280099,"ATR"
"chr3",142280106,"ATR"
"chr3",142280108,"ATR"
"chr3",142280109,"ATR"
"chr3",142280110,"ATR"
"chr3",142280112,"ATR"
"chr3",142280116,"ATR"
"chr3",142280120,"ATR"
"chr3",142280123,"ATR"
"chr3",142280126,"ATR"
"chr3",142280127,"ATR"
"chr3",142280136,"ATR"
"chr3",142280137,"ATR"
"chr3",142280139,"ATR"
"chr3",142280140,"ATR"
"chr3",142280145,"ATR"
"chr3",142280149,"ATR"
"chr3",142280155,"ATR"
"chr3",142280163,"ATR"
"chr3",142280172,"ATR"
"chr3",142280173,"ATR"
"chr3",142280176,"ATR"
"chr3",142280181,"ATR"
"chr3",142280189,"ATR"
"chr3",142280191,"ATR"
"chr3",142280208,"ATR"
"chr3",142280209,"ATR"
"chr3",142280211,"ATR"
"chr3",142280213,"ATR"
"chr3",142280217,"ATR"
"chr3",142280223,"ATR"
"chr3",142280226,"ATR"
"chr3",142280245,"ATR"
"chr3",142280248,"ATR"
"chr3",142280250,"ATR"
"chr3",142280252,"ATR"
"chr3",142280257,"ATR"
"chr3",142280259,"ATR"
"chr3",142280264,"ATR"
"chr3",142280266,"ATR"
"chr3",142280270,"ATR"
"chr3",142281066,"ATR"
"chr3",142281070,"ATR"
"chr3",142281071,"ATR"
"chr3",142281074,"ATR"
"chr3",142281079,"ATR"
"chr3",142281080,"ATR"
"chr3",142281100,"ATR"
"chr3",142281102,"ATR"
"chr3",142281107,"ATR"
"chr3",142281117,"ATR"
"chr3",142281120,"ATR"
"chr3",142281121,"ATR"
"chr3",142281122,"ATR"
"chr3",142281123,"ATR"
"chr3",142281131,"ATR"
"chr3",142281135,"ATR"
"chr3",142281136,"ATR"
"chr3",142281143,"ATR"
"chr3",142281155,"ATR"
"chr3",142281164,"ATR"
"chr3",142281165,"ATR"
"chr3",142281166,"ATR"
"chr3",142281175,"ATR"
"chr3",142281180,"ATR"
"chr3",142281182,"ATR"
"chr3",142281189,"ATR"
"chr3",142281193,"ATR"
"chr3",142281197,"ATR"
"chr3",142281201,"ATR"
"chr3",142281213,"ATR"
"chr3",142281214,"ATR"
"chr3",142281230,"ATR"
"chr3",142281233,"ATR"
"chr3",142281236,"ATR"
"chr3",142281237,"ATR"
"chr3",142281238,"ATR"
"chr3",142281241,"ATR"
"chr3",142281242,"ATR"
"chr3",142281246,"ATR"
"chr3",142281248,"ATR"
"chr3",142281250,"ATR"
"chr3",142281262,"ATR"
"chr3",142281277,"ATR"
"chr3",142281281,"ATR"
"chr3",142281286,"ATR"
"chr3",142281287,"ATR"
"chr3",142281297,"ATR"
"chr3",142281311,"ATR"
"chr3",142281314,"ATR"
"chr3",142281319,"ATR"
"chr3",142281324,"ATR"
"chr3",142281330,"ATR"
"chr3",142281333,"ATR"
"chr3",142281334,"ATR"
"chr3",142281337,"ATR"
"chr3",142281345,"ATR"
"chr3",142281351,"ATR"
"chr3",142281353,"ATR"
"chr3",142281363,"ATR"
"chr3",142281365,"ATR"
"chr3",142281366,"ATR"
"chr3",142281368,"ATR"
"chr3",142281374,"ATR"
"chr3",142281375,"ATR"
"chr3",142281381,"ATR"
"chr3",142281382,"ATR"
"chr3",142281383,"ATR"
"chr3",142281386,"ATR"
"chr3",142281394,"ATR"
"chr3",142281397,"ATR"
"chr3",142281404,"ATR"
"chr3",142281406,"ATR"
"chr3",142281409,"ATR"
"chr3",142281415,"ATR"
"chr3",142281416,"ATR"
"chr3",142281418,"ATR"
"chr3",142281422,"ATR"
"chr3",142281428,"ATR"
"chr3",142281433,"ATR"
"chr3",142281434,"ATR"
"chr3",142281438,"ATR"
"chr3",142281449,"ATR"
"chr3",142281450,"ATR"
"chr3",142281459,"ATR"
"chr3",142281463,"ATR"
"chr3",142281470,"ATR"
"chr3",142281483,"ATR"
"chr3",142281496,"ATR"
"chr3",142281500,"ATR"
"chr3",142281506,"ATR"
"chr3",142281522,"ATR"
"chr3",142281523,"ATR"
"chr3",142281525,"ATR"
"chr3",142281528,"ATR"
"chr3",142281533,"ATR"
"chr3",142281541,"ATR"
"chr3",142281550,"ATR"
"chr3",142281560,"ATR"
"chr3",142281565,"ATR"
"chr3",142281573,"ATR"
"chr3",142281580,"ATR"
"chr3",142281589,"ATR"
"chr3",142281591,"ATR"
"chr3",142281592,"ATR"
"chr3",142281597,"ATR"
"chr3",142281598,"ATR"
"chr3",142281600,"ATR"
"chr3",142281601,"ATR"
"chr3",142281607,"ATR"
"chr3",142281610,"ATR"
"chr3",142281611,"ATR"
"chr3",142281612,"ATR"
"chr3",142281620,"ATR"
"chr3",142281621,"ATR"
"chr3",142281628,"ATR"
"chr3",142281629,"ATR"
"chr3",142281647,"ATR"
"chr3",142281649,"ATR"
"chr3",142281651,"ATR"
"chr3",142281653,"ATR"
"chr3",142281656,"ATR"
"chr3",142281671,"ATR"
"chr3",142281672,"ATR"
"chr3",142281677,"ATR"
"chr3",142281679,"ATR"
"chr3",142281688,"ATR"
"chr3",142281689,"ATR"
"chr3",142281690,"ATR"
"chr3",142281696,"ATR"
"chr3",142281714,"ATR"
"chr3",142281715,"ATR"
"chr3",142281721,"ATR"
"chr3",142281722,"ATR"
"chr3",142281739,"ATR"
"chr3",142281741,"ATR"
"chr3",142281747,"ATR"
"chr3",142281751,"ATR"
"chr3",142281752,"ATR"
"chr3",142281758,"ATR"
"chr3",142281761,"ATR"
"chr3",142281763,"ATR"
"chr3",142281765,"ATR"
"chr3",142281766,"ATR"
"chr3",142281769,"ATR"
"chr3",142281770,"ATR"
"chr3",142281776,"ATR"
"chr3",142281786,"ATR"
"chr3",142281787,"ATR"
"chr3",142281791,"ATR"
"chr3",142281794,"ATR"
"chr3",142281795,"ATR"
"chr3",142281797,"ATR"
"chr3",142281802,"ATR"
"chr3",142281807,"ATR"
"chr3",142281808,"ATR"
"chr3",142281813,"ATR"
"chr3",142281814,"ATR"
"chr3",142281815,"ATR"
"chr3",142281821,"ATR"
"chr3",142281823,"ATR"
"chr3",142281838,"ATR"
"chr3",142281842,"ATR"
"chr3",142281847,"ATR"
"chr3",142281848,"ATR"
"chr3",142281859,"ATR"
"chr3",142281860,"ATR"
"chr3",142281872,"ATR"
"chr3",142281877,"ATR"
"chr3",142281883,"ATR"
"chr3",142281886,"ATR"
"chr3",142281890,"ATR"
"chr3",142281895,"ATR"
"chr3",142281897,"ATR"
"chr3",142281909,"ATR"
"chr3",142281918,"ATR"
"chr3",142281923,"ATR"
"chr3",142281926,"ATR"
"chr3",142281927,"ATR"
"chr3",142281928,"ATR"
"chr3",142281930,"ATR"
"chr3",142281941,"ATR"
"chr3",142281946,"ATR"
"chr3",142281960,"ATR"
"chr3",142284959,"ATR"
"chr3",142284966,"ATR"
"chr3",142284971,"ATR"
"chr3",142284972,"ATR"
"chr3",142284974,"ATR"
"chr3",142284979,"ATR"
"chr3",142284983,"ATR"
"chr3",142284984,"ATR"
"chr3",142284986,"ATR"
"chr3",142284987,"ATR"
"chr3",142284989,"ATR"
"chr3",142284995,"ATR"
"chr3",142285010,"ATR"
"chr3",142285014,"ATR"
"chr3",142285015,"ATR"
"chr3",142285017,"ATR"
"chr3",142285018,"ATR"
"chr3",142285024,"ATR"
"chr3",142285031,"ATR"
"chr3",142285041,"ATR"
"chr3",142285054,"ATR"
"chr3",142285059,"ATR"
"chr3",142285060,"ATR"
"chr3",142285062,"ATR"
"chr3",142285065,"ATR"
"chr3",142285071,"ATR"
"chr3",142285075,"ATR"
"chr3",142285078,"ATR"
"chr3",142285088,"ATR"
"chr3",142285098,"ATR"
"chr3",142285112,"ATR"
"chr3",142286896,"ATR"
"chr3",142286897,"ATR"
"chr3",142286908,"ATR"
"chr3",142286917,"ATR"
"chr3",142286919,"ATR"
"chr3",142286930,"ATR"
"chr3",142286936,"ATR"
"chr3",142286939,"ATR"
"chr3",142286943,"ATR"
"chr3",142286954,"ATR"
"chr3",142286965,"ATR"
"chr3",142286967,"ATR"
"chr3",142286968,"ATR"
"chr3",142286971,"ATR"
"chr3",142286972,"ATR"
"chr3",142286973,"ATR"
"chr3",142286974,"ATR"
"chr3",142286994,"ATR"
"chr3",142297481,"ATR"
"chr3",142297483,"ATR"
"chr3",142297484,"ATR"
"chr3",142297485,"ATR"
"chr3",142297497,"ATR"
"chr3",142297504,"ATR"
"chr3",142297506,"ATR"
"chr3",142297510,"ATR"
"chr3",142297511,"ATR"
"chr3",142297512,"ATR"
"chr3",142297513,"ATR"
"chr3",142297516,"ATR"
"chr3",142297518,"ATR"
"chr3",142297522,"ATR"
"chr3",142297523,"ATR"
"chr3",142297526,"ATR"
"chr3",142297531,"ATR"
"chr3",142297541,"ATR"
"chr3",142297545,"ATR"
"chr3",142297546,"ATR"
"chr3",142297548,"ATR"
"chr3",142297549,"ATR"
"chr3",142297555,"ATR"
"chr3",142297556,"ATR"
"chr3",142347757,NA
"chr3",142409228,NA
"chr3",142541687,NA
"chr3",142645904,NA
"chr3",142645905,NA
"chr3",142652559,NA
"chr3",142710064,NA
"chr3",142809367,NA
"chr3",142862967,NA
"chr3",142925007,NA
"chr3",142995443,NA
"chr3",143060271,NA
"chr3",143146330,NA
"chr3",143146331,NA
"chr3",143170512,NA
"chr3",143200689,NA
"chr3",143294669,NA
"chr3",143360568,NA
"chr3",143413623,NA
"chr3",143685872,NA
"chr3",143685880,NA
"chr3",143685889,NA
"chr3",143685892,NA
"chr3",143685932,NA
"chr3",143685946,NA
"chr3",143734937,NA
"chr3",143734943,NA
"chr3",143734954,NA
"chr3",143734957,NA
"chr3",143734964,NA
"chr3",143735000,NA
"chr3",143735011,NA
"chr3",144395829,NA
"chr3",145268720,NA
"chr3",145268736,NA
"chr3",145268797,NA
"chr3",145268800,NA
"chr3",145506122,NA
"chr3",145506123,NA
"chr3",145506125,NA
"chr3",145506134,NA
"chr3",145506146,NA
"chr3",145506161,NA
"chr3",145506173,NA
"chr3",146087138,NA
"chr3",146653204,NA
"chr3",146653206,NA
"chr3",146653215,NA
"chr3",146653238,NA
"chr3",146653254,NA
"chr3",146653255,NA
"chr3",146653258,NA
"chr3",147435898,NA
"chr3",148250216,NA
"chr3",149026390,NA
"chr3",149429485,NA
"chr3",149855233,NA
"chr3",149855234,NA
"chr3",149855260,NA
"chr3",149855266,NA
"chr3",149855270,NA
"chr3",149855284,NA
"chr3",149855287,NA
"chr3",149855290,NA
"chr3",149855301,NA
"chr3",149855318,NA
"chr3",149855319,NA
"chr3",150655559,NA
"chr3",151471819,NA
"chr3",152293633,NA
"chr3",152708841,NA
"chr3",153132596,NA
"chr3",153132599,NA
"chr3",153132603,NA
"chr3",153132609,NA
"chr3",153132610,NA
"chr3",153132628,NA
"chr3",153132636,NA
"chr3",153132672,NA
"chr3",153568180,NA
"chr3",154038412,NA
"chr3",154486696,NA
"chr3",154880370,NA
"chr3",155352674,NA
"chr3",155848952,NA
"chr3",156228514,NA
"chr3",156228517,NA
"chr3",156228535,NA
"chr3",156228551,NA
"chr3",156228563,NA
"chr3",156228566,NA
"chr3",156228567,NA
